===== WPFI OUTPUT =====
dataset = D:\Phan-mem-huong-doi-tuong-main\src\data\mushrooms.txt
input   = D:\Phan-mem-huong-doi-tuong-main\src\input.txt
MSUP=2  T=0.1  useExactTail=false
transactions=100
----------------------------------------------
Itemset	k	mu	pTail	avgW	score
{128, 36, 5}	3	5.744439	0.978414	0.220009	0.215260
{104, 108, 53}	3	1.658822	0.493858	0.435468	0.215059
{53, 56, 79}	3	4.230200	0.923903	0.232686	0.214979
{39, 50, 6}	3	1.582043	0.469249	0.457275	0.214576
{113, 120, 25}	3	2.441219	0.700426	0.306202	0.214472
{104, 50}	2	7.707089	0.996085	0.215061	0.214219
{12, 26, 90}	3	1.915145	0.570539	0.375378	0.214168
{1, 36, 44}	3	3.720362	0.885648	0.241339	0.213741
{26, 5, 67}	3	2.024358	0.600547	0.355910	0.213741
{44, 57, 6}	3	1.497932	0.441482	0.484033	0.213692
{39, 53, 6}	3	1.600967	0.475381	0.449438	0.213654
{25, 67, 79}	3	6.891928	0.991982	0.215247	0.213522
{113, 25, 79}	3	2.715091	0.754065	0.282925	0.213344
{50, 6, 71}	3	1.995532	0.592783	0.359141	0.212893
{120, 22, 5}	3	2.848242	0.777009	0.273245	0.212314
{113, 26, 6}	3	1.481574	0.435989	0.486801	0.212240
{120, 36, 5}	3	4.406726	0.934065	0.227203	0.212222
{1, 104, 79}	3	12.442613	0.999947	0.212211	0.212199
{1, 104, 25}	3	6.260216	0.986127	0.214723	0.211744
{12, 22}	2	6.716917	0.990660	0.213466	0.211472
{120, 36, 71}	3	12.259963	0.999937	0.211145	0.211132
{26, 50, 94}	3	1.945948	0.579166	0.364382	0.211038
{1, 120, 44}	3	4.144237	0.918435	0.229749	0.211010
{5, 9, 97}	3	1.189032	0.333405	0.632848	0.210995
{12, 39, 44}	3	2.122841	0.626224	0.336394	0.210658
{12, 25, 39}	3	2.778027	0.765154	0.275076	0.210476
{108, 53, 56}	3	1.405929	0.410213	0.512630	0.210287
{25, 44, 97}	3	1.922837	0.572706	0.366795	0.210065
{22, 26, 71}	3	2.888099	0.783503	0.267990	0.209971
{1, 104, 50}	3	3.399537	0.853105	0.246040	0.209898
{12, 26, 97}	3	1.976794	0.587677	0.355957	0.209188
{108, 25, 5}	3	1.563794	0.463294	0.451517	0.209185
{104, 5, 9}	3	1.531541	0.452675	0.461929	0.209104
{21, 53, 9}	3	1.257770	0.358145	0.583259	0.208891
{36, 39, 53}	3	2.297646	0.668603	0.311994	0.208600
{1, 108, 44}	3	1.459822	0.428638	0.486416	0.208497
{55, 88, 90}	3	1.080677	0.293890	0.708619	0.208256
{1, 128}	2	22.747911	1.000000	0.208105	0.208105
{22, 53}	2	4.593581	0.943412	0.220313	0.207846
{36, 44}	2	8.302579	0.997694	0.208009	0.207529
{128, 22, 6}	3	2.137367	0.629900	0.329264	0.207404
{104, 36, 44}	3	3.989571	0.907655	0.228229	0.207153
{5, 50, 56}	3	1.990569	0.591436	0.349620	0.206778
{22, 39, 53}	3	1.936564	0.576552	0.358036	0.206426
{12, 25, 67}	3	3.577051	0.872035	0.236674	0.206388
{22, 25, 67}	3	2.423686	0.696680	0.296155	0.206326
{1, 12, 22}	3	3.306190	0.842154	0.244977	0.206308
{44, 6, 67}	3	1.550508	0.458935	0.448875	0.206004
{58, 90}	2	1.327139	0.382761	0.538100	0.205964
{22, 50, 57}	3	1.903336	0.567198	0.362630	0.205683
{53, 57, 9}	3	1.415755	0.413594	0.497185	0.205633
{128, 22}	2	10.925093	0.999785	0.205450	0.205406
{44, 71, 79}	3	4.651724	0.946054	0.216833	0.205136
{25, 56, 79}	3	5.850314	0.980278	0.209207	0.205081
{25, 36, 6}	3	2.749863	0.760246	0.269652	0.205002
{44, 6, 90}	3	1.287310	0.368675	0.556012	0.204988
{120, 128, 5}	3	5.945924	0.981826	0.208419	0.204632
{1, 128, 44}	3	4.141319	0.918243	0.222555	0.204360
{104, 25, 5}	3	3.344896	0.846782	0.241142	0.204194
{120, 26, 71}	3	5.352090	0.969902	0.210358	0.204027
{128, 36, 71}	3	11.373719	0.999858	0.203951	0.203922
{113, 36, 50}	3	1.960683	0.583248	0.349108	0.203616
{25, 71}	2	14.324375	0.999991	0.203291	0.203289
{12, 42, 50}	3	1.634981	0.486295	0.417532	0.203044
{104, 53}	2	8.419830	0.997923	0.203304	0.202882
{26, 50, 56}	3	2.628933	0.738153	0.274603	0.202699
{108, 5, 50}	3	1.432553	0.419353	0.482833	0.202477
{113, 12, 36}	3	2.020579	0.599536	0.336705	0.201867
{113, 21, 26}	3	1.214450	0.342589	0.588495	0.201612
{44, 79, 9}	3	1.950954	0.580556	0.347095	0.201508
{104, 22, 79}	3	4.917869	0.956713	0.210441	0.201331
{104, 120, 44}	3	4.313283	0.928858	0.216640	0.201227
{113, 120, 44}	3	1.834783	0.547432	0.367520	0.201192
{38}	1	1.633919	0.485956	0.413230	0.200812
{1, 120, 36}	3	11.635101	0.999888	0.200784	0.200762
{120, 50, 9}	3	1.983381	0.589477	0.340370	0.200640
{128, 53, 9}	3	2.083694	0.616174	0.325338	0.200465
{36, 50, 71}	3	3.922816	0.902601	0.221698	0.200104
{128, 22, 9}	3	1.762055	0.525778	0.380255	0.199930
{71, 79}	2	29.346696	1.000000	0.199522	0.199522
{22, 23, 50}	3	1.786185	0.533040	0.374240	0.199485
{23, 26, 44}	3	1.869493	0.557519	0.357413	0.199265
{104, 120}	2	23.183829	1.000000	0.199232	0.199231
{22, 50}	2	3.443493	0.858018	0.232070	0.199120
{120, 53, 6}	3	2.471968	0.706901	0.281541	0.199022
{5, 79, 9}	3	1.700982	0.507059	0.392361	0.198950
{113, 12, 6}	3	1.432426	0.419309	0.474149	0.198815
{128, 26, 71}	3	5.746274	0.978448	0.203164	0.198786
{36, 53, 71}	3	4.312350	0.928804	0.213860	0.198634
{128, 25, 6}	3	2.940183	0.791737	0.250869	0.198622
{12, 36, 71}	3	4.717606	0.948904	0.209295	0.198601
{53, 6, 9}	3	1.406661	0.410465	0.481565	0.197665
{12, 25, 56}	3	3.433265	0.856888	0.230634	0.197628
{26, 53, 94}	3	1.856604	0.553792	0.356544	0.197451
{38, 88}	2	1.244103	0.353251	0.558246	0.197201
{104, 12, 22}	3	3.372023	0.849952	0.231867	0.197076
{1, 50, 9}	3	1.655882	0.492929	0.399771	0.197059
{5, 53, 67}	3	1.900615	0.566426	0.347822	0.197016
{36, 5, 79}	3	5.201838	0.965850	0.203926	0.196962
{12, 50, 90}	3	1.758758	0.524780	0.375128	0.196860
{104, 25, 6}	3	2.203512	0.646285	0.304355	0.196700
{104, 12}	2	12.732572	0.999959	0.196457	0.196449
{104, 128, 44}	3	4.471652	0.937468	0.209446	0.196349
{26, 6, 9}	3	1.374398	0.399297	0.489653	0.195517
{12, 22, 71}	3	2.776181	0.764835	0.255337	0.195291
{1, 12, 5}	3	2.508096	0.714360	0.273165	0.195138
{1, 22, 26}	3	2.722454	0.755385	0.257629	0.194609
{113, 12, 5}	3	1.593522	0.472974	0.410936	0.194362
{108, 12, 22}	3	1.491215	0.439230	0.442242	0.194246
{36, 50, 9}	3	1.848054	0.551308	0.351959	0.194038
{26, 53, 88}	3	1.948085	0.579760	0.334467	0.193911
{1, 36, 53}	3	4.801028	0.952308	0.203499	0.193794
{1, 128, 36}	3	11.340873	0.999853	0.193591	0.193562
{26, 44, 57}	3	1.876428	0.559515	0.345803	0.193482
{113, 22, 25}	3	1.779582	0.531060	0.363833	0.193217
{22, 25, 71}	3	3.111960	0.816962	0.236423	0.193149
{25, 39, 44}	3	2.052143	0.607924	0.317480	0.193004
{12, 21, 6}	3	1.279062	0.365741	0.527704	0.193003
{1, 25, 5}	3	2.742730	0.758990	0.254251	0.192974
{1, 26, 36}	3	4.047815	0.911863	0.211587	0.192938
{23, 26, 53}	3	2.031518	0.602458	0.319574	0.192530
{22, 79, 9}	3	1.771383	0.528594	0.364172	0.192499
{53, 79, 9}	3	2.106363	0.622019	0.309256	0.192363
{120, 128, 71}	3	11.567965	0.999881	0.192362	0.192339
{5, 50, 71}	3	2.217654	0.649713	0.295928	0.192268
{1, 44, 79}	3	4.346117	0.930730	0.206473	0.192170
{12, 120, 6}	3	2.406057	0.692875	0.276976	0.191910
{12, 44, 5}	3	2.708583	0.752893	0.254318	0.191474
{1, 120, 26}	3	4.921770	0.956853	0.199997	0.191368
{25, 6, 79}	3	3.091159	0.814060	0.234786	0.191130
{128, 50, 71}	3	4.540975	0.940917	0.202914	0.190925
{44, 67, 9}	3	1.324571	0.381857	0.499866	0.190877
{21, 25, 6}	3	1.303733	0.374499	0.508790	0.190541
{128, 53, 6}	3	2.413069	0.694394	0.274347	0.190505
{120, 44}	2	9.287246	0.999047	0.190625	0.190443
{104, 113, 53}	3	1.697470	0.505968	0.375973	0.190230
{22, 50, 94}	3	1.561317	0.462483	0.411211	0.190178
{25, 53, 97}	3	1.941806	0.578014	0.328955	0.190141
{104, 26, 36}	3	4.935705	0.957350	0.198478	0.190013
{25, 36, 71}	3	7.019016	0.992825	0.190381	0.189015
{120, 44, 6}	3	1.990983	0.591548	0.319380	0.188929
{1, 12, 36}	3	4.716289	0.948849	0.198935	0.188759
{113, 50, 79}	3	2.024019	0.600456	0.314242	0.188688
{104, 128}	2	24.263841	1.000000	0.188441	0.188441
{120, 22, 36}	3	4.630464	0.945102	0.199014	0.188089
{36, 71, 79}	3	13.645060	0.999983	0.187869	0.187865
{36, 44, 5}	3	2.446526	0.701552	0.267757	0.187845
{21, 44, 5}	3	1.292502	0.370518	0.506895	0.187814
{1, 25}	2	12.127818	0.999929	0.187750	0.187737
{104, 120, 36}	3	11.619786	0.999887	0.187675	0.187654
{128, 44, 5}	3	2.706558	0.752527	0.248974	0.187359
{12, 120, 71}	3	4.679469	0.947272	0.197706	0.187281
{12, 22, 6}	3	1.876766	0.559612	0.334608	0.187251
{108, 25, 9}	3	1.181918	0.330828	0.565721	0.187156
{26, 44, 56}	3	2.073962	0.613644	0.304604	0.186918
{104, 12, 44}	3	3.556507	0.869965	0.214790	0.186860
{23, 5, 50}	3	1.566952	0.464328	0.402429	0.186859
{22, 53, 67}	3	1.961598	0.583500	0.319634	0.186506
{120, 53, 71}	3	4.190358	0.921413	0.202270	0.186375
{50, 79, 9}	3	1.974759	0.587119	0.317093	0.186172
{26, 44}	2	3.889093	0.899950	0.206829	0.186135
{1, 128, 26}	3	5.135540	0.963899	0.192804	0.185843
{26, 71, 79}	3	7.036086	0.992932	0.187082	0.185759
{22, 44, 90}	3	1.375242	0.399590	0.464611	0.185654
{38, 97}	2	1.126510	0.310665	0.597328	0.185569
{108, 23, 44}	3	1.114770	0.306375	0.603278	0.184829
{5, 53, 56}	3	1.811998	0.540724	0.341782	0.184810
{120, 50, 71}	3	3.645456	0.878709	0.210108	0.184624
{104, 36, 50}	3	4.349038	0.930895	0.198228	0.184529
{25, 44, 67}	3	2.261462	0.660162	0.279078	0.184237
{120, 25, 6}	3	2.503707	0.713462	0.258062	0.184118
{1, 79}	2	24.749736	1.000000	0.183981	0.183981
{12, 128, 71}	3	5.177353	0.965142	0.190512	0.183871
{128, 5, 79}	3	6.694346	0.990475	0.185143	0.183380
{36, 44, 6}	3	1.856638	0.553802	0.330970	0.183292
{120, 5, 79}	3	4.814392	0.952833	0.192337	0.183265
{22, 50, 56}	3	1.912619	0.569826	0.321432	0.183160
{12, 39, 6}	3	1.410024	0.411623	0.444873	0.183120
{12, 44}	2	5.539364	0.974307	0.187850	0.183024
{113, 36, 53}	3	1.796122	0.536008	0.341270	0.182924
{104, 12, 36}	3	6.004924	0.982722	0.185825	0.182615
{23, 44, 6}	3	1.285990	0.368205	0.495643	0.182499
{12, 128, 5}	3	3.670838	0.881103	0.206570	0.182009
{50, 6, 67}	3	1.477187	0.434510	0.418873	0.182005
{1, 120, 128}	3	11.294322	0.999847	0.182001	0.181973
{104, 26, 5}	3	2.286583	0.666040	0.272708	0.181634
{1, 26, 5}	3	2.158656	0.635238	0.285817	0.181562
{5, 50, 67}	3	1.711755	0.510396	0.355660	0.181528
{22, 79}	2	11.925533	0.999914	0.181326	0.181310
{25, 36, 5}	3	3.612110	0.875497	0.206439	0.180737
{25, 44, 56}	3	2.269041	0.661944	0.273038	0.180736
{104, 128, 36}	3	11.710675	0.999896	0.180481	0.180463
{22, 25}	2	5.552941	0.974601	0.185095	0.180394
{104, 44, 79}	3	4.385380	0.932908	0.193363	0.180390
{1, 113, 53}	3	1.564220	0.463434	0.389082	0.180314
{128, 44}	2	8.483811	0.998039	0.179834	0.179481
{58, 88, 90}	3	1.104349	0.302563	0.593154	0.179466
{128, 22, 36}	3	4.410709	0.934278	0.191821	0.179214
{22, 26, 6}	3	1.723073	0.513886	0.347260	0.178452
{1, 12, 120}	3	4.802156	0.952353	0.187345	0.178418
{108, 21, 25}	3	1.068348	0.289366	0.616424	0.178372
{1, 120, 53}	3	4.314945	0.928954	0.191910	0.178275
{36, 44, 9}	3	1.574314	0.466732	0.381961	0.178273
{108, 22, 25}	3	1.437566	0.421066	0.423328	0.178249
{1, 25, 36}	3	6.459170	0.988318	0.180021	0.177918
{108, 22, 44}	3	1.282189	0.366854	0.484646	0.177794
{1, 36, 79}	3	12.060402	0.999924	0.177508	0.177495
{113, 53, 79}	3	1.943791	0.578566	0.306404	0.177275
{1, 22, 53}	3	2.488069	0.710245	0.249541	0.177236
{104, 120, 26}	3	4.702737	0.948274	0.186888	0.177221
{26, 50, 9}	3	1.691313	0.504052	0.351172	0.177009
{104, 22, 53}	3	2.678153	0.747348	0.236432	0.176697
{25, 42, 50}	3	1.500595	0.442374	0.398618	0.176338
{104, 128, 26}	3	5.913812	0.981320	0.179694	0.176338
{108, 26, 44}	3	1.384148	0.402682	0.437817	0.176301
{120, 71, 79}	3	12.897598	0.999965	0.176279	0.176273
{1, 128, 50}	3	4.077973	0.913970	0.192554	0.175988
{1, 36, 50}	3	3.227451	0.832346	0.211337	0.175905
{108, 26, 50}	3	1.466789	0.430998	0.407816	0.175768
{22, 5, 79}	3	2.452383	0.702791	0.249968	0.175675
{120, 25, 71}	3	5.844987	0.980188	0.178792	0.175249
{12, 120, 5}	3	3.119062	0.817943	0.213763	0.174846
{21, 25, 9}	3	1.130249	0.312030	0.559781	0.174668
{120, 128, 22}	3	5.269758	0.967743	0.180231	0.174417
{42, 44, 6}	3	1.073075	0.291101	0.598416	0.174199
{120, 36, 44}	3	4.907335	0.956332	0.181937	0.173992
{53, 71, 79}	3	5.425927	0.971720	0.178994	0.173932
{5, 53, 88}	3	1.447067	0.424305	0.409484	0.173746
{108, 22, 26}	3	1.324447	0.381813	0.454895	0.173685
{50, 71, 79}	3	4.316646	0.929052	0.186832	0.173576
{58, 88}	2	1.289306	0.369384	0.469887	0.173568
{1, 12, 128}	3	5.097489	0.962732	0.180151	0.173437
{108, 12, 44}	3	1.398763	0.407740	0.425165	0.173357
{1, 26, 79}	3	5.799150	0.979398	0.176721	0.173080
{12, 53, 6}	3	2.089362	0.617642	0.279691	0.172749
{12, 36, 5}	3	2.780141	0.765519	0.225353	0.172512
{120, 44, 5}	3	2.317733	0.673214	0.256167	0.172456
{12, 71, 79}	3	6.463604	0.988363	0.174429	0.172399
{113, 25, 9}	3	1.206972	0.339891	0.506226	0.172062
{104, 120, 50}	3	4.144525	0.918454	0.186638	0.171418
{108, 44, 6}	3	1.090560	0.297513	0.576048	0.171382
{21, 5, 9}	3	0.980739	0.257156	0.666364	0.171360
{113, 21, 50}	3	1.073416	0.291226	0.588245	0.171312
{1, 22, 25}	3	2.733700	0.757390	0.226063	0.171218
{113, 22, 9}	3	1.077789	0.292830	0.584621	0.171195
{25, 50, 88}	3	1.846491	0.550852	0.310738	0.171171
{44, 5, 79}	3	2.610849	0.734703	0.232891	0.171106
{104, 128, 50}	3	4.828325	0.953374	0.179444	0.171078
{21, 44, 9}	3	1.027806	0.274469	0.621099	0.170472
{12, 53, 67}	3	2.237267	0.654422	0.260153	0.170250
{1, 44, 5}	3	1.807804	0.539481	0.315569	0.170243
{104, 12, 120}	3	5.671307	0.977028	0.174236	0.170233
{128, 25, 71}	3	6.842373	0.991628	0.171598	0.170161
{12, 53, 56}	3	2.300669	0.669300	0.254113	0.170078
{12, 128, 6}	3	2.138041	0.630070	0.269783	0.169982
{1, 44, 6}	3	1.514781	0.447109	0.378782	0.169357
{128, 26, 5}	3	2.817767	0.771930	0.219222	0.169224
{104, 36, 53}	3	3.752946	0.888550	0.190390	0.169171
{128, 71, 79}	3	13.915465	0.999987	0.169085	0.169083
{104, 120, 128}	3	11.930721	0.999915	0.168892	0.168877
{1, 128, 53}	3	4.074397	0.913723	0.184716	0.168779
{23, 26, 50}	3	1.727910	0.515372	0.327411	0.168739
{12, 21, 53}	3	1.498479	0.441665	0.381386	0.168445
{104, 25}	2	11.768628	0.999901	0.168086	0.168069
{1, 120, 50}	3	3.296017	0.840917	0.199747	0.167971
{44, 71, 9}	3	1.323380	0.381437	0.440134	0.167883
{21, 5, 53}	3	1.254881	0.357112	0.469055	0.167505
{23, 50, 9}	3	1.163582	0.324172	0.516633	0.167478
{113, 53, 6}	3	1.234489	0.349801	0.478713	0.167454
{38, 88, 90}	3	0.978749	0.256424	0.652060	0.167204
{128, 25, 5}	3	3.778355	0.890766	0.187656	0.167157
{120, 53, 9}	3	1.684627	0.501965	0.332532	0.166919
{113, 22, 26}	3	1.437788	0.421141	0.395400	0.166519
{22, 36, 79}	3	4.663329	0.946567	0.175738	0.166348
{1, 44, 9}	3	1.339015	0.386935	0.429773	0.166294
{128, 53, 71}	3	3.389481	0.851960	0.195077	0.166197
{12, 5, 79}	3	3.570722	0.871400	0.190487	0.165990
{5, 53, 71}	3	1.934986	0.576111	0.288090	0.165972
{1, 120, 79}	3	11.742266	0.999899	0.165918	0.165902
{5, 53, 94}	3	1.330835	0.384062	0.431562	0.165746
{26, 53, 57}	3	1.800022	0.537170	0.307964	0.165429
{39, 5, 53}	3	1.458025	0.428029	0.386225	0.165315
{5, 53, 97}	3	1.315047	0.378499	0.435539	0.164851
{25, 44, 71}	3	2.697201	0.750831	0.219346	0.164692
{12, 44, 71}	3	2.398410	0.691213	0.238260	0.164688
{36}	1	47.674759	1.000000	0.164562	0.164562
{3, 71, 90}	3	1.158328	0.322262	0.510529	0.164524
{104, 12, 128}	3	6.143474	0.984660	0.167042	0.164480
{104, 36, 79}	3	12.006462	0.999921	0.164399	0.164386
{104, 79}	2	24.811418	1.000000	0.164317	0.164317
{50, 6, 79}	3	2.088462	0.617409	0.266102	0.164294
{104, 25, 36}	3	6.099301	0.984066	0.166911	0.164252
{21, 3}	2	1.004375	0.265851	0.617397	0.164135
{128, 44, 9}	3	1.529169	0.451890	0.363178	0.164116
{1, 22, 9}	3	1.282858	0.367092	0.446850	0.164035
{25, 53, 94}	3	1.692392	0.504388	0.324978	0.163915
{1, 120, 25}	3	5.438833	0.972026	0.168431	0.163719
{22, 53, 6}	3	1.621530	0.481996	0.339173	0.163480
{26, 36}	2	9.668108	0.999325	0.163382	0.163271
{128, 36, 44}	3	4.406978	0.934078	0.174743	0.163224
{44, 9, 90}	3	1.008513	0.267373	0.607003	0.162296
{1, 53, 79}	3	5.087173	0.962409	0.168633	0.162294
{36, 50}	2	7.532351	0.995431	0.163007	0.162262
{26}	1	21.240854	1.000000	0.162201	0.162201
{50}	1	15.248527	0.999996	0.161451	0.161450
{41, 71, 90}	3	1.062147	0.287089	0.562357	0.161447
{104, 26, 79}	3	5.791934	0.979271	0.163612	0.160220
{12, 25, 71}	3	3.954901	0.905061	0.176942	0.160143
{120, 22, 79}	3	5.585460	0.975291	0.164148	0.160092
{12, 21, 44}	3	1.322673	0.381188	0.419225	0.159804
{26, 39, 44}	3	1.545424	0.457261	0.349047	0.159605
{22, 36, 9}	3	1.373061	0.398832	0.399038	0.159149
{128, 5, 50}	3	2.568811	0.726534	0.218972	0.159091
{1, 128, 79}	3	12.216146	0.999935	0.158725	0.158714
{104, 25, 9}	3	1.513008	0.446519	0.355346	0.158669
{108, 36, 53}	3	1.363176	0.395389	0.400765	0.158458
{113, 21, 9}	3	0.834182	0.203544	0.777717	0.158299
{22, 44, 71}	3	1.780229	0.531255	0.297741	0.158177
{1, 12, 79}	3	5.115623	0.963293	0.164069	0.158046
{1, 128, 25}	3	5.832452	0.979975	0.161237	0.158009
{12, 22, 5}	3	1.954701	0.581594	0.271395	0.157842
{3, 97}	2	1.035159	0.277173	0.567122	0.157191
{12, 50, 97}	3	1.497026	0.441179	0.355707	0.156930
{1, 50, 79}	3	3.760629	0.889224	0.176471	0.156922
{104, 22, 26}	3	2.182792	0.641215	0.244520	0.156790
{113, 26, 5}	3	1.289490	0.369449	0.423588	0.156494
{108, 50, 6}	3	1.060080	0.286330	0.546046	0.156350
{12, 39, 53}	3	1.753086	0.523059	0.298555	0.156162
{113, 12, 21}	3	1.018338	0.270987	0.575843	0.156046
{44, 6, 71}	3	1.378949	0.400878	0.389143	0.155999
{12, 128, 22}	3	3.578438	0.872173	0.178381	0.155579
{44, 79}	2	9.214207	0.998983	0.155710	0.155552
{104, 5, 50}	3	1.914812	0.570446	0.272458	0.155422
{120, 128, 44}	3	4.791250	0.951921	0.163154	0.155309
{104, 22, 25}	3	2.582026	0.729125	0.212953	0.155270
{26, 50, 67}	3	1.853074	0.552768	0.280643	0.155130
{25, 71, 79}	3	7.594254	0.995674	0.155515	0.154843
{12, 44, 67}	3	1.737275	0.518242	0.297992	0.154432
{22, 53, 56}	3	1.650899	0.491353	0.313594	0.154085
{104, 128, 53}	3	3.816711	0.894032	0.171607	0.153422
{120, 22, 26}	3	2.826136	0.773335	0.198227	0.153296
{1, 5, 9}	3	1.158591	0.322358	0.475039	0.153132
{36, 41, 88}	3	1.189906	0.333721	0.458709	0.153081
{36, 44, 79}	3	5.155185	0.964488	0.158661	0.153026
{12, 23, 26}	3	1.632261	0.485427	0.315009	0.152914
{104, 120, 79}	3	11.425813	0.999864	0.152809	0.152788
{26, 44, 90}	3	1.278010	0.365367	0.417782	0.152644
{128, 22, 79}	3	5.441594	0.972091	0.156955	0.152574
{25, 5, 79}	3	3.709157	0.884634	0.171573	0.151779
{21, 3, 90}	3	0.877973	0.219468	0.691494	0.151761
{23, 41}	2	0.988514	0.260016	0.583442	0.151704
{25, 44}	2	4.737618	0.949741	0.159479	0.151464
{104, 120, 25}	3	5.576272	0.975098	0.155322	0.151454
{104, 120, 53}	3	3.344434	0.846728	0.178800	0.151395
{23, 41, 88}	3	0.941783	0.242837	0.623382	0.151380
{26, 53, 56}	3	1.899991	0.566249	0.266765	0.151055
{12, 120, 22}	3	3.087293	0.813516	0.185575	0.150968
{36, 53}	2	8.241319	0.997565	0.151250	0.150882
{120, 22, 44}	3	2.255270	0.658700	0.227979	0.150170
{26, 50}	2	4.272582	0.926470	0.161826	0.149927
{1, 22, 44}	3	1.746233	0.520975	0.287381	0.149718
{26, 42, 44}	3	1.162783	0.323882	0.460186	0.149046
{22, 26, 79}	3	3.386846	0.851658	0.174951	0.148998
{1, 25, 44}	3	2.498187	0.712330	0.208985	0.148867
{104, 12, 79}	3	5.961736	0.982070	0.150959	0.148253
{22, 50, 67}	3	1.531544	0.452676	0.327472	0.148239
{36, 41, 90}	3	1.078713	0.293169	0.504184	0.147811
{120, 36}	2	22.831230	1.000000	0.147178	0.147177
{104, 50, 79}	3	3.888904	0.899935	0.163362	0.147015
{104, 25, 44}	3	2.690203	0.749556	0.195876	0.146820
{12, 26, 42}	3	1.238065	0.351085	0.417782	0.146677
{120, 26, 36}	3	5.110696	0.963141	0.152185	0.146576
{22, 53, 71}	3	1.886117	0.562293	0.259902	0.146141
{25, 50, 90}	3	1.404790	0.409820	0.356214	0.145984
{120, 26}	2	10.613855	0.999715	0.145997	0.145955
{26, 50, 71}	3	2.261994	0.660287	0.220911	0.145865
{12, 25, 5}	3	2.719546	0.754865	0.193000	0.145689
{104, 128, 79}	3	12.160110	0.999931	0.145615	0.145605
{104, 128, 25}	3	5.913556	0.981316	0.148128	0.145360
{104, 22, 9}	3	1.193115	0.334883	0.433741	0.145252
{124}	1	0.803315	0.192400	0.752769	0.144833
{120, 50}	2	7.079051	0.993193	0.145622	0.144631
{12, 26, 88}	3	1.487992	0.438148	0.329902	0.144546
{12, 36}	2	11.494385	0.999873	0.144403	0.144385
{3, 71, 88}	3	1.124733	0.310016	0.465053	0.144174
{104, 12, 25}	3	4.499041	0.938853	0.153472	0.144088
{1, 12, 53}	3	2.736817	0.757943	0.190060	0.144055
{12, 50, 94}	3	1.403981	0.409541	0.351730	0.144048
{1, 5, 53}	3	1.737303	0.518250	0.277730	0.143933
{22, 36, 5}	3	1.695302	0.505294	0.284834	0.143925
{104, 53, 79}	3	4.230129	0.923899	0.155524	0.143688
{41, 90, 94}	3	0.832825	0.203053	0.705828	0.143320
{22, 26, 5}	3	1.691830	0.504213	0.284047	0.143220
{41, 71}	2	1.201635	0.337964	0.423691	0.143192
{124, 90}	2	0.768114	0.179795	0.796229	0.143158
{3, 36, 90}	3	1.142181	0.316383	0.452356	0.143118
{44, 6, 79}	3	1.625405	0.483237	0.296104	0.143088
{1, 25, 79}	3	5.959864	0.982042	0.145155	0.142548
{108, 12, 5}	3	1.105067	0.302826	0.470431	0.142458
{3, 36, 88}	3	1.235301	0.350093	0.406881	0.142446
{120, 44, 79}	3	5.271673	0.967795	0.147071	0.142335
{108, 22, 5}	3	1.010651	0.268159	0.529912	0.142101
{21, 25, 44}	3	1.248138	0.354697	0.400311	0.141989
{113, 22, 50}	3	1.260615	0.359162	0.395150	0.141923
{128, 26, 36}	3	5.707178	0.977719	0.144992	0.141761
{104, 26, 50}	3	2.518871	0.716553	0.197441	0.141477
{25, 53, 57}	3	1.715442	0.511535	0.276397	0.141387
{36, 53, 9}	3	1.407297	0.410684	0.344122	0.141325
{36, 50, 6}	3	1.582315	0.469337	0.300968	0.141256
{128, 50, 6}	3	1.679106	0.500238	0.282185	0.141160
{12, 22, 79}	3	3.552681	0.869576	0.162299	0.141131
{41, 71, 88}	3	1.021896	0.272296	0.516881	0.140745
{128, 22, 26}	3	2.620499	0.736549	0.191034	0.140706
{1, 12, 25}	3	3.305316	0.842048	0.166581	0.140270
{113, 50, 6}	3	1.060793	0.286592	0.486551	0.139442
{41, 94}	2	0.874640	0.218252	0.638898	0.139441
{104, 12, 53}	3	2.909963	0.786994	0.176951	0.139259
{42, 44, 9}	3	0.862112	0.213687	0.649407	0.138770
{22, 25, 9}	3	1.314397	0.378269	0.366685	0.138706
{3, 71}	2	1.375920	0.399826	0.345949	0.138319
{1, 12, 44}	3	2.047465	0.606689	0.227899	0.138264
{12, 53, 71}	3	2.390148	0.689408	0.200421	0.138172
{53}	1	18.740746	1.000000	0.137938	0.137938
{26, 44, 67}	3	1.504930	0.443823	0.310644	0.137871
{1, 26, 44}	3	1.921784	0.572410	0.240552	0.137694
{128, 36, 50}	3	4.698989	0.948114	0.144742	0.137232
{108, 26, 5}	3	1.053325	0.283849	0.483083	0.137123
{120, 26, 44}	3	2.727910	0.756360	0.181150	0.137015
{12, 22, 36}	3	2.405918	0.692845	0.197165	0.136605
{128, 36}	2	23.576402	1.000000	0.136387	0.136387
{113, 22, 53}	3	1.240982	0.352132	0.387312	0.136385
{3, 90, 94}	3	0.847323	0.208310	0.654000	0.136235
{113, 25, 44}	3	1.354697	0.392428	0.346756	0.136077
{128, 26}	2	11.623256	0.999887	0.135207	0.135191
